Name,Text,TextJa
"^indent( [data][, N] )^","^^indent( [data][, N] )^^\nExports the data as a string, repeated once for each ancestor of the currently exported note (i.e. the equivalent of $OutlineDepth-1 times), or N times if the latter is specified.\n^^indent^^\nExports a tab character for each ancestor of the currently exported note except root level, i.e. tab is the default indent if no data argument is supplied.\ndata. The number of times data or a tab is emitted is ($OutlineDepth-1); for aliases this is the alias' value and not that of the original.\nBy original intent, this code applied to the (HTML) source of the exported note, but depending on string used for data, this might affect the visual render. Whereas the default \t only affects the HTML, a data value of &amp;nbsp;&amp;nbsp; would insert two non-breaking spaced per tab that would render in the output.\nN. The default can be superseded by supplying an optional second argument N. N is evaluated so may either be a number or an expression, e.g. $OutlineDepth+3. This kind of thing is useful if trying to correctly indent source code and when the export 'base' is at a level other than the root of the TBX.\nIf the N argument is used, the data argument must also be supplied. To explicitly specify a tab, as in the normal default, use ""\t"", e.g. ^^indent(""\t"",6)^^.\nFor web use, tabs are ignored for white space so consider using one or more ""&amp;nbsp;"" space HTML entities as the data value.\nExamples\nIn the source TBX document this note is at Outline Depth ^value($OutlineDepth)^, so ^^indent(data)^^ will emit the data value ^value($OutlineDepth-1)^ times. Thus, if we use a hyphen as the indent's data value, you see:\n^indent(-)^Text indented with ^^indent(-)^^.\nIn the next example the on-screen text should be visibly indented three (non-proportional) spaces:\n^indent(""&nbsp;"")^Text indented with ^^indent(&amp;nbsp;)^^.\nNote how the visual HTML output of the next two examples is not visibly indented as tabs are not interpreted as white space mark-up in HTML, but are present in the HTML source:\n^indent^Text indented with ^^indent^^ (i.e. tab).\n^indent(""\t"",($OutlineDepth+4))^Text indented with tabs to outline level plus 4 (i.e. ^^value(eval($OutlineDepth+4))^^ tabs, thus ^value(eval($OutlineDepth+4))^ tabs)\nThus, if you view the HTML source for the page, you will see first of the two examples immediately above has output ^value($OutlineDepth)^ tabs. For the example following it, you will see ^value($OutlineDepth+4)^ tabs have been output; depending on the program viewing the source you may be able to 'see' these as tabs by moving the cursor through the source code with the arrow keys: you will see it jump from tab to tab.\nRoot level notes are not indented.","^^indent( [データ][, N] )^^\nデータを文字列としてエクスポートし、現在エクスポートされているノートの祖先ごとに 1 回 (つまり、$OutlineDepth-1 回に相当)、または後者が指定されている場合は N 回繰り返します。\n^^インデント^^\nルート レベルを除く、現在エクスポートされているノートの祖先ごとにタブ文字をエクスポートします。つまり、データ引数が指定されていない場合、タブがデフォルトのインデントになります。\nデータ。データまたはタブが出力される回数は ($OutlineDepth-1) です。エイリアスの場合、これはエイリアスの値であり、元の値ではありません。\n本来の意図により、このコードはエクスポートされたメモの (HTML) ソースに適用されますが、データに使用される文字列によっては、視覚的なレンダリングに影響を与える可能性があります。デフォルトの \t は HTML にのみ影響しますが、データ値 &amp;nbsp;&amp;nbsp; は HTML にのみ影響します。出力にレンダリングされるタブごとに 2 つの非改行スペースを挿入します。\nN。オプションの 2 番目の引数 N を指定すると、デフォルトを置き換えることができます。N は評価されるため、数値または式のいずれかになります。$アウトラインの深さ+3。この種の機能は、ソース コードを正しくインデントしようとする場合や、エクスポートの「ベース」が TBX のルート以外のレベルにある場合に便利です。\nN 引数を使用する場合は、data 引数も指定する必要があります。通常のデフォルトのようにタブを明示的に指定するには、「\t」を使用します。^^インデント(""\t"",6)^^。\nWeb で使用する場合、タブは空白として無視されるため、1 つ以上の「&amp;nbsp;」の使用を検討してください。データ値として HTML エンティティをスペース化します。\n例\nソース TBX ドキュメントでは、このノートはアウトラインの深さ ^value($OutlineDepth)^ にあるため、^^indent(data)^^ はデータ値 ^value($OutlineDepth-1)^ 回を出力します。したがって、インデントのデータ値としてハイフンを使用すると、次のようになります。\n^indent(-)^^^indent(-)^^ でインデントされたテキスト。\n次の例では、画面上のテキストが 3 つの (不均等な) スペースでインデントされていることがわかります。\n^indent(""&nbsp;"")^^^indent(&amp;nbsp;)^^ でインデントされたテキスト。\n次の 2 つの例の視覚的な HTML 出力は、タブが HTML の空白マークアップとして解釈されず、HTML ソース内に存在するため、目に見えてインデントされていないことに注意してください。\n^indent^^^indent^^ でインデントされたテキスト (つまり、タブ)。\n^indent(""\t"",($OutlineDepth+4))^アウトライン レベルにタブを加えて 4 つインデントされたテキスト (つまり、^^value(eval($OutlineDepth+4))^^ タブ、つまり ^value(eval($OutlineDepth+4))^ タブ)\nしたがって、ページの HTML ソースを表示すると、すぐ上の 2 つの例のうち最初の例に ^value($OutlineDepth)^ タブが出力されていることがわかります。これに続く例では、^value($OutlineDepth+4)^ タブが出力されたことがわかります。ソースを表示しているプログラムによっては、矢印キーを使用してソース コード内でカーソルを移動すると、これらをタブとして「見る」ことができる場合があります。タブからタブにジャンプしていることがわかります。\nルートレベルの音符はインデントされません。"
"^linkTo( item [, data] [,css class] )^","^^linkTo( item [, data] [,css class] )^^\nExports the data as the anchor text of a link to the web page corresponding to the designated item (or note). The data can be simply some text or another export function's result and may include HTML mark-up code. The data argument is optional, and if not used the name of the destination note is used. The item can be a named note, an item object or a path (e.g. /headlines/latest/). \nIf included, the css class element causes the HTML link output to include a class="""" attribute. \n^^linkTo()^^ exports links from included files relative to the current page.\nExample link to ""Colophon"": ^^linkTo(Colophon)^^ outputs '^linkTo(Colophon)^'\nSame but with a 'data' argument: ^^linkTo(Colophon,Read the Colophon)^^ outputs '^linkTo(Colophon,Read the Colophon)^' \nSame but with a 'data' and 'css class' argument: ^^linkTo(Colophon,Read the Colophon,xref)^^ outputs '^linkTo(Colophon,Read the Colophon,xref)^' \nTo get the relative URL of a note, use ^^url()^^.\nFrom v11.0.0, the operator's list output omits notes that are not exported.","^^linkTo( item [, data] [,css class] )^^\n指定した項目（またはメモ）に対応するWebページへのリンクのアンカーテキストとしてデータをエクスポートします。データは単なるテキストまたは別のエクスポート関数の結果であり、HTML マークアップ コードが含まれる場合があります。data 引数はオプションであり、使用しない場合は、宛先ノートの名前が使用されます。項目には、名前付きメモ、項目オブジェクト、またはパス (例: /headlines/latest/) を指定できます。\ncss クラス要素が含まれている場合、HTML リンク出力に class="""" 属性が含まれます。\n^^linkTo()^^ は、現在のページに関連する、含まれているファイルからのリンクをエクスポートします。\n「奥付」へのリンクの例: ^^linkTo(奥付)^^ 出力 '^linkTo(奥付)^'\n同じですが、「data」引数を使用します: ^^linkTo(奥付,奥付を読む)^^ 出力 '^linkTo(奥付,奥付を読む)^'\n同じですが、引数「data」と「css class」を使用します: ^^linkTo(奥付,奥付を読む,xref)^^ 出力 '^linkTo(奥付,奥付を読む,xref)^'\nメモの相対 URL を取得するには、^^url()^^ を使用します。\nv11.0.0 以降、オペレーターのリスト出力では、エクスポートされないメモが省略されます。"
^nextSibling^,^^nextSibling^^\nA simple Boolean test for whether the currently processed note has a next sibling (N.B. not always the original's next sibling) and that the sibling is exportable. This is useful for export context where differing output is required when the current note is the last sibling. The test of export state allows for siblings that may exist yet be set to not export: not testing this could otherwise give a false indication that there is more exportable sibling content.\nThis test also solves the problem of testing for siblings when exporting agent aliases or a sibling mix of originals and aliases.\nExample:\n	^^if(^^nextSibling^^)^^… \nThe test is analogous to testing nextSibling or lastSibling in an action code context.,^^次は兄弟^^\n現在処理されているノートに次の兄弟 (注意: オリジナルの次の兄弟であるとは限りません) があり、その兄弟がエクスポート可能であるかどうかの単純なブール テスト。これは、現在のノートが最後の兄弟である場合に異なる出力が必要なエクスポート コンテキストに役立ちます。エクスポート状態のテストでは、存在する可能性がある兄弟がエクスポートされないように設定されていることが許可されます。これをテストしないと、エクスポート可能な兄弟コンテンツがさらに存在するという誤った指示が与えられる可能性があります。\nこのテストは、エージェントのエイリアスまたはオリジナルとエイリアスの兄弟混合をエクスポートする際の兄弟のテストの問題も解決します。\n例:\n^^if(^^次兄弟^^)^^…\nこのテストは、アクション コード コンテキストでの nextSibling または lastSibling のテストに似ています。
^not(condition)^,"^^not(condition)^^\nIf the condition is true, ^^not(condition)^^ is false. This has limited usage, inside an ^^if(condition)^^ statement to reverse the boolean result of the test. For example:\n	^^if(^^nextSibling^^)^^Yes^^endIf^^ \nwill insert the text 'Yes' if there is a next, exportable, sibling. To reverse this it is possible to reverse the test and place the insertion in the logical 'else' branch:\n	^^if(^^nextSibling^^)^^^^else^^Yes^^endIf^^ \nBut use of ^^not()^^ can give more easily understandable code:\n	^^if(^^not(^^nextSibling^^)^^)^^Yes^^endIf^^ \nNote how the code wraps the condition inside the ^^if()^^.\nThe ^^not()^^ code should not be used for negating condition queries written fully in action code syntax. So do not use a mix like:\n	^^if(^^not($MyString=="""")^^)^^Yes^^endIf^^ \nInstead, use:\n	^^if($MyString!="""")^^Yes^^endIf^^ \nIn summary, this is a niche code that you should not expect to need except with export codes that are fixed boolean assessments and are being used in export code form in a condition argument. Most likely use is with testing ^^previousSibling^^ and ^^nextSibling^^ state.","^^ありません(条件)^^\n条件が true の場合、^^not(condition)^^ は false になります。これは、テストのブール結果を反転するための ^^if(condition)^^ ステートメント内での使用に制限されています。たとえば:\n^^if(^^次兄弟^^)^^はい^^endIf^^\n次のエクスポート可能な兄弟がある場合は、「はい」というテキストが挿入されます。これを逆にするには、テストを逆にして、論理 'else' 分岐に挿入を配置することができます。\n^^if(^^次の兄弟^^)^^^^else^^はい^^endIf^^\nただし、 ^^not()^^ を使用すると、より理解しやすいコードが得られます。\n^^if(^^not(^^next兄弟^^)^^)^^はい^^endIf^^\nコードが ^^if()^^ 内で条件をどのようにラップしているかに注目してください。\n^^not()^^ コードは、完全にアクション コード構文で記述された条件クエリの否定には使用しないでください。したがって、次のような混合物は使用しないでください。\n^^if(^^not($MyString=="""")^^)^^はい^^endIf^^\n代わりに、以下を使用します。\n^^if($MyString!="""")^^はい^^endIf^^\n要約すると、これは、固定ブール評価であり、条件引数のエクスポート コード形式で使用されるエクスポート コードを除き、必要としないニッチなコードです。最もよく使用されるのは、^^previousSibling^^ および ^^nextSibling^^ 状態のテストです。"
"^outboundBasicLinks( [start, list-item-prefix, list-item-suffix, end, type] )^","^^outboundBasicLinks( [""start"", ""list-item-prefix"", ""list-item-suffix"", ""end"", ""type""] )^^\nreturns an unordered list, excluding prototype links, to all of the notes to which the current note has basic (note-level) links.\nThe optional arguments allow you to format the group of links as an HTML list or table in the exact format you want, where start is text that will be inserted before all of the links, end is text that will be inserted after all of the links, list-item-prefix is text that will be inserted before each link, and list-item-suffix is text that will be inserted after each link. The type argument restricts the scope of link inclusion and is discussed separately below. See more on altering list type or other HTML output.\nIf the optional start, list-item-prefix, list-item-suffix, end arguments are omitted then the default values of &lt;ul&gt;, &lt;li&gt;, &lt;/li&gt;, &lt;/ul&gt; are used.\nThe optional fifth argument, type, lets you restrict exported lists to specific link types, as in the named types seen in the TBX's Link Types palette. type my be omitted but if you do wish to use it, the preceding 4 arguments must all be specified. For example:\n	^^outboundBasicLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""example"")^^ \nwill list only inbound links of type ""example"". As the type argument is a regular expression, besides specifying a particular link type name, you can specify wildcard characters or lists of eligible link types, etc.\n	^^outboundBasicLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""(example|untitled)"")^^ \nwill list links of the types ""untitled"" and ""example"".\nAlso see ^^outboundTextLinks^^, ^^outboundWebLinks^^. The logical opposite of this code is ^^inboundBasicLinks^^.\nThis code exports CSS class and target based on their underlying Tinderbox link values, assuming these are actually completed; the link type value is not picked up as a class name.\nNew item objects source and destination may be used to indicate from where data used within the arguments is drawn.\nThe export is relative to current rather than this, facilitating work with included files.\nFrom v11.0.0, the operator's list output omits notes that are not exported.","^^outboundBasicLinks( [""開始"", ""リスト項目プレフィックス"", ""リスト項目サフィックス"", ""終了"", ""タイプ""] )^^\n現在のノートに基本 (ノートレベル) リンクがあるすべてのノートへの、プロトタイプ リンクを除く順序なしリストを返します。\nオプションの引数を使用すると、リンクのグループを希望どおりの形式の HTML リストまたはテーブルとして書式設定できます。start はすべてのリンクの前に挿入されるテキスト、end はすべてのリンクの後に挿入されるテキスト、list-item-prefix は各リンクの前に挿入されるテキスト、list-item-suffix は各リンクの後に挿入されるテキストです。type 引数は、リンクを含める範囲を制限します。これについては、以下で個別に説明します。リスト タイプまたはその他の HTML 出力の変更の詳細を参照してください。\nオプションの start、list-item-prefix、list-item-suffix、end 引数が省略された場合、デフォルト値の &lt;ul&gt;、&lt;li&gt;、&lt;/li&gt;、&lt;/ul&gt; が使用されます。が使用されています。\nオプションの 5 番目の引数 type を使用すると、TBX のリンク タイプ パレットに表示される名前付きタイプのように、エクスポートされるリストを特定のリンク タイプに制限できます。type は省略できますが、これを使用したい場合は、前述の 4 つの引数をすべて指定する必要があります。たとえば:\n^^outboundBasicLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""example"")^^\n「example」タイプのインバウンドリンクのみをリストします。type 引数は正規表現であるため、特定のリンク タイプ名を指定するほかに、ワイルドカード文字や適格なリンク タイプのリストなどを指定できます。\n^^outboundBasicLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""(example|untitled)"")^^\n「無題」および「例」タイプのリンクがリストされます。\n^^outboundTextLinks^^、^^outboundWebLinks^^ も参照してください。このコードの論理的に反対のコードは ^^inboundBasicLinks^^ です。\nこのコードは、基礎となる Tinderbox リンク値に基づいて CSS クラスとターゲットをエクスポートします。これらが実際に完了していると仮定します。リンク タイプの値はクラス名として選択されません。\n新しい項目オブジェクトのソースと宛先は、引数内で使用されるデータがどこから取り出されるかを示すために使用できます。\nエクスポートはこれではなく現在に相対的なものであるため、含まれているファイルの作業が容易になります。\nv11.0.0 以降、オペレーターのリスト出力では、エクスポートされないメモが省略されます。"
"^outboundLinks( [start, list-item-prefix, list-item-suffix, end] )^","^^outboundLinks( [""start"", ""list-item-prefix"", ""list-item-suffix"", ""end""] )^^\nreturns all of the basic links from this note, formatted as an unordered list. The logical counterpart of this code is ^^inboundLinks^^. This replaces the now-deprecated ^^basicLinks^^, though the functionality is the same. This code does not include outbound text links on the presumption that these are already present in the output ^^text^^ of the note. There is no single code to list all outbound links.\nIf the optional start, list-item-prefix, list-item-suffix, end arguments are omitted then the default values of &lt;ul&gt;, &lt;li&gt;, &lt;/li&gt;, &lt;/ul&gt; are used.\nThis allows you to format the group of links as an HTML list or table in the exact format you want, where ""start"" is text that will be inserted before all of the links, ""end"" is text that will be inserted after all of the links, ""list-item-prefix"" is text that will be inserted before each link, and ""list-item-suffix"" is text that will be inserted after each link. See more on altering list type or other HTML output.\nExported links use the CSS class and target based on their underlying Tinderbox link values, if one is specified; the link type value is not picked up as a class name.\nMark-up elements embedded in ^^basicLinks^^ are evaluated.\nNote that unlike other link in/outbound link codes this code and ^^inboundLinks^^ do not offer an optional link type filter.\nItem objects source and destination may be used in expressions to indicate from where data used within the expression's arguments is drawn.\nOriginals and aliases export their own basic links (i.e. aliases can differ), but if an alias has no in/outbound basic links it will export those of the original.\nAlso see: ^^outboundBasicLinks^^, ^^outboundTextLinks^^ and ^^outboundWebLinks^^.\nThe export is relative to current rather than this, facilitating work with included files.\nFrom v11.0.0, the operator's list output omits notes that are not exported.","^^outboundLinks( [""開始"", ""リスト項目プレフィックス"", ""リスト項目サフィックス"", ""終了""] )^^\nこのメモからのすべての基本リンクを、順序なしリストとしてフォーマットして返します。このコードの論理的な対応物は ^^inboundLinks^^ です。これは現在非推奨になっている ^^basicLinks^^ に代わるものですが、機能は同じです。このコードには、ノートの出力 ^^text^^ にアウトバウンド テキスト リンクがすでに存在しているという前提で、アウトバウンド テキスト リンクは含まれていません。すべての送信リンクをリストする単一のコードはありません。\nオプションの start、list-item-prefix、list-item-suffix、end 引数が省略された場合、デフォルト値の &lt;ul&gt;、&lt;li&gt;、&lt;/li&gt;、&lt;/ul&gt; が使用されます。が使用されています。\nこれにより、リンクのグループを希望どおりの形式の HTML リストまたはテーブルとして書式設定できます。「start」はすべてのリンクの前に挿入されるテキスト、「end」はすべてのリンクの後に挿入されるテキスト、「list-item-prefix」は各リンクの前に挿入されるテキスト、「list-item-suffix」は各リンクの後に挿入されるテキストです。リスト タイプまたはその他の HTML 出力の変更の詳細を参照してください。\nエクスポートされたリンクは、基になる Tinderbox リンク値 (指定されている場合) に基づいて CSS クラスとターゲットを使用します。リンク タイプの値はクラス名として選択されません。\n^^basicLinks^^ に埋め込まれたマークアップ要素が評価されます。\n他のリンクイン/アウトバウンドリンクコードとは異なり、このコードと ^^inboundLinks^^ はオプションのリンクタイプフィルターを提供しないことに注意してください。\n項目オブジェクトのソースと宛先を式で使用して、式の引数内で使用されるデータがどこから抽出されるかを示すことができます。\nオリジナルとエイリアスは独自の基本リンクをエクスポートします (つまり、エイリアスは異なる場合があります) が、エイリアスにイン/アウトバウンド基本リンクがない場合は、オリジナルの基本リンクがエクスポートされます。\n^^outboundBasicLinks^^、^^outboundTextLinks^^、および ^^outboundWebLinks^^ も参照してください。\nエクスポートはこれではなく現在に相対的なものであるため、含まれているファイルの作業が容易になります。\nv11.0.0 以降、オペレーターのリスト出力では、エクスポートされないメモが省略されます。"
"^outboundTextLinks( [start, list-item-prefix, list-item-suffix, end, type] )^","^^outboundTextLinks( [""start"", ""list-item-prefix"", ""list-item-suffix"", ""end, ""type""] )^^\nreturns an unordered list, excluding prototype links, to all of the notes to which the current note has text links (links anchored in body text) and web links.\nThe optional arguments allow you to format the group of links as an HTML list or table in the exact format you want, where start is text that will be inserted before all of the links, end is text that will be inserted after all of the links, list-item-prefix is text that will be inserted before each link, and list-item-suffix is text that will be inserted after each link. The type argument restricts the scope of link inclusion and is discussed separately below. See more on altering list type or other HTML output.\nIf the optional start, list-item-prefix, list-item-suffix, end arguments are omitted then the default values of &lt;ul&gt;, &lt;li&gt;, &lt;/li&gt;, &lt;/ul&gt; are used.\nThe optional fifth argument, type, lets you restrict exported lists to specific link types, as in the named types seen in the TBX's Link Types palette. type my be omitted but if you do wish to use it, the preceding 4 arguments must all be specified. For example:\n	^^outboundTextLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""example"")^^ \nwill list only inbound links of type ""example"". As the type argument is a regular expression, besides specifying a particular link type name, you can specify wildcard characters or lists of eligible link types, etc.\n	^^outboundTextLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""(example|untitled)"")^^ \nwill list links of the types ""untitled"" and ""example"".\nThe is no option to show only the text links without the web links. However, careful use of different link types for text vs. web links would allow filtering via type.\nAlso see ^^outboundBasicLinks^^, ^^outboundWebLinks^^. The logical opposite of this code is ^^inboundTextLinks^^.\nThis code exports CSS class and target based on their underlying Tinderbox link values, assuming these are actually completed; the link type value is not picked up as a class name.\nNew item objects source and destination may be used to indicate from where data used within the arguments is drawn.\n^outboundTextLinks^ always uses the original note, even when this is an alias.\nThe export is relative to current rather than this, facilitating work with included files.\nFrom v11.0.0, the operator's list output omits notes that are not exported.","^^outboundTextLinks( [""開始"", ""リスト項目プレフィックス"", ""リスト項目サフィックス"", ""終了, ""タイプ""] )^^\n現在のノートにテキスト リンク (本文にアンカーされたリンク) と Web リンクがあるすべてのノートへの、プロトタイプ リンクを除く順序なしリストを返します。\nオプションの引数を使用すると、リンクのグループを希望どおりの形式の HTML リストまたはテーブルとして書式設定できます。start はすべてのリンクの前に挿入されるテキスト、end はすべてのリンクの後に挿入されるテキスト、list-item-prefix は各リンクの前に挿入されるテキスト、list-item-suffix は各リンクの後に挿入されるテキストです。type 引数は、リンクを含める範囲を制限します。これについては、以下で個別に説明します。リスト タイプまたはその他の HTML 出力の変更の詳細を参照してください。\nオプションの start、list-item-prefix、list-item-suffix、end 引数が省略された場合、デフォルト値の &lt;ul&gt;、&lt;li&gt;、&lt;/li&gt;、&lt;/ul&gt; が使用されます。が使用されています。\nオプションの 5 番目の引数 type を使用すると、TBX のリンク タイプ パレットに表示される名前付きタイプのように、エクスポートされるリストを特定のリンク タイプに制限できます。type は省略できますが、これを使用したい場合は、前述の 4 つの引数をすべて指定する必要があります。たとえば:\n^^outboundTextLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""example"")^^\n「example」タイプのインバウンドリンクのみをリストします。type 引数は正規表現であるため、特定のリンク タイプ名を指定するほかに、ワイルドカード文字や適格なリンク タイプのリストなどを指定できます。\n^^outboundTextLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""(example|untitled)"")^^\n「無題」および「例」タイプのリンクがリストされます。\nWeb リンクを表示せずにテキスト リンクのみを表示するオプションはありません。ただし、テキスト リンクと Web リンクで異なるリンク タイプを慎重に使用すると、タイプによるフィルタリングが可能になります。\n^^outboundBasicLinks^^、^^outboundWebLinks^^ も参照してください。このコードの論理的逆は ^^inboundTextLinks^^ です。\nこのコードは、基礎となる Tinderbox リンク値に基づいて CSS クラスとターゲットをエクスポートします。これらが実際に完了していると仮定します。リンク タイプの値はクラス名として選択されません。\n新しい項目オブジェクトのソースと宛先は、引数内で使用されるデータがどこから取り出されるかを示すために使用できます。\n^outboundTextLinks^ は、これがエイリアスである場合でも、常に元のメモを使用します。\nエクスポートはこれではなく現在に相対的なものであるため、含まれているファイルの作業が容易になります。\nv11.0.0 以降、オペレーターのリスト出力では、エクスポートされないメモが省略されます。"
"^outboundWebLinks( [start, list-item-prefix, list-item-suffix, end, type] )^","^^outboundWebLinks( [""start"", ""list-item-prefix"", ""list-item-suffix"", ""end"", ""type""] )^^\nreturns an unordered list, of all the web (i.e. external) links from the current note.\nThe optional arguments allow you to format the group of links as an HTML list or table in the exact format you want, where start is text that will be inserted before all of the links, end is text that will be inserted after all of the links, list-item-prefix is text that will be inserted before each link, and list-item-suffix is text that will be inserted after each link. The type argument restricts the scope of link inclusion and is discussed separately below. See more on altering list type or other HTML output.\nIf the optional start, list-item-prefix, list-item-suffix, end arguments are omitted then the default values of &lt;ul&gt;, &lt;li&gt;, &lt;/li&gt;, &lt;/ul&gt; are used.\nThe optional fifth argument, type, lets you restrict exported lists to specific link types, as in the named types seen in the TBX's Link Types palette. type my be omitted but if you do wish to use it, the preceding 4 arguments must all be specified. For example:\n	^^outboundWebLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""example"")^^ \nwill list only inbound links of type ""example"". As the type argument is a regular expression, besides specifying a particular link type name, you can specify wildcard characters or lists of eligible link types, etc.\n	 ^^outboundWebLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""(example|untitled)"")^^ \nwill list links of the types ""untitled"" and ""example"".\nAlso see ^^outboundBasicLinks^^, ^^outboundTextLinks^^. For self evident reasons, there is no inbound equivalent of this code.\nThis code exports CSS class and target based on their underlying Tinderbox link values, assuming these are actually completed; the link type value is not picked up as a class name.\nNew item objects source and destination may be used to indicate from where data used within the arguments is drawn.\nThe text anchor is the note anchor text; previously it was the document name).\n^^outboundWebLinks^^ always uses on the original note, even when this is an alias.\nThe export is relative to current rather than this, facilitating work with included files.\nFrom v11.0.0, the operator's list output omits notes that are not exported.","^^outboundWebLinks( [""開始"", ""リスト項目プレフィックス"", ""リスト項目サフィックス"", ""終了"", ""タイプ""] )^^\n現在のメモからのすべての Web (つまり外部) リンクの順序なしリストを返します。\nオプションの引数を使用すると、リンクのグループを希望どおりの形式の HTML リストまたはテーブルとして書式設定できます。start はすべてのリンクの前に挿入されるテキスト、end はすべてのリンクの後に挿入されるテキスト、list-item-prefix は各リンクの前に挿入されるテキスト、list-item-suffix は各リンクの後に挿入されるテキストです。type 引数は、リンクを含める範囲を制限します。これについては、以下で個別に説明します。リスト タイプまたはその他の HTML 出力の変更の詳細を参照してください。\nオプションの start、list-item-prefix、list-item-suffix、end 引数が省略された場合、デフォルト値の &lt;ul&gt;、&lt;li&gt;、&lt;/li&gt;、&lt;/ul&gt; が使用されます。が使用されています。\nオプションの 5 番目の引数 type を使用すると、TBX のリンク タイプ パレットに表示される名前付きタイプのように、エクスポートされるリストを特定のリンク タイプに制限できます。type は省略できますが、これを使用したい場合は、前述の 4 つの引数をすべて指定する必要があります。たとえば:\n^^outboundWebLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""example"")^^\n「example」タイプのインバウンドリンクのみをリストします。type 引数は正規表現であるため、特定のリンク タイプ名を指定するほかに、ワイルドカード文字や適格なリンク タイプのリストなどを指定できます。\n^^outboundWebLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""(example|untitled)"")^^\n「無題」および「例」タイプのリンクがリストされます。\n^^outboundBasicLinks^^、^^outboundTextLinks^^ も参照してください。自明の理から、このコードに相当するインバウンドコードはありません。\nこのコードは、基礎となる Tinderbox リンク値に基づいて CSS クラスとターゲットをエクスポートします。これらが実際に完了していると仮定します。リンク タイプの値はクラス名として選択されません。\n新しい項目オブジェクトのソースと宛先は、引数内で使用されるデータがどこから取り出されるかを示すために使用できます。\nテキスト アンカーはメモのアンカー テキストです。以前はドキュメント名でした)。\n^^outboundWebLinks^^ は、エイリアスであっても、常に元のノートで使用されます。\nエクスポートはこれではなく現在に相対的なものであるため、含まれているファイルの作業が容易になります。\nv11.0.0 以降、オペレーターのリスト出力では、エクスポートされないメモが省略されます。"
"^paragraphs( [item,] N )^","^^paragraphs( [item,] N )^^\nExports the first N paragraphs of the text of specified item (note). If item is not specified, ^^paragraphs( N )^^ equates to ^^paragraphs( this, N )^^.\nThis method effectively allows insertion of only part of ^^text^^ whilst using the same inline evaluations for mark-up.\nAlternatively, for unevaluated $Text excerpts use ^^value($Text.paragraphs(N))^^. See ^^value^^, String.paragraphs.","^^段落( [項目,] N )^^\n指定された項目 (注) のテキストの最初の N 段落をエクスポートします。item が指定されていない場合、 ^^paragraphs( N )^^ は ^^paragraphs( this, N )^^ と同じになります。\nこの方法では、マークアップに同じインライン評価を使用しながら、^^text^^ の一部のみを挿入することが効果的に許可されます。\nあるいは、未評価の $Text 抜粋の場合は、^^value($Text.paragraphs(N))^^ を使用します。^^value^^、String の段落を参照してください。"
^path[( item )]^,"^^path[( item )]^^\nExports the relative path for this web page's file from the top-level directory you selected for storing HTML files to this file (including the filename). This equates to $Path in HTML-exported name form. Optionally, item may be supplied, such as a note name^^path(some note)^^ or a designator ^^path(original)^^.\nThis note's ^^path^^ is: ""^path^"".\nThis note's ^^path(nextSibling)^^ is: ""^path(nextSibling)^"".\nHow is the (HTML) export directory set?\nThis is done via the Export To button on the Export Inspector.\nWhere is the export directory stored?\nThe folder's path is stored in the &lt;Preferences> part of the TBX's XML and is not accessible via action or export code. It can be (re-)set via the Export Inspector (as above).",^^パス[( アイテム )]^^\nこの Web ページのファイルの相対パスを、HTML ファイルを保存するために選択した最上位ディレクトリからこのファイルにエクスポートします (ファイル名を含む)。これは、HTML でエクスポートされた名前形式の $Path に相当します。オプションで、音符名 ^^path(some note)^^ や指定子 ^^path(original)^^ などの項目を指定できます。\nこのメモの ^^パス^^は「^パス^」です。\nこのノートの ^^path(nextSibling)^^ は、「^path(nextSibling)^」です。\n(HTML) エクスポート ディレクトリはどのように設定されますか?\nこれは、エクスポート インスペクターの [エクスポート先] ボタンを使用して実行します。\nエクスポートディレクトリはどこに保存されますか?\nフォルダーのパスは TBX の XML の <Preferences> 部分に保存されており、アクションやエクスポート コードからはアクセスできません。これは、(上記のように) エクスポート インスペクターを介して (再) 設定できます。
